lambda_um	epsilon	I_BB
5.29399	55.35617	1394558727.5792696
5.29129	55.13704	1396768306.6590443
5.28859	54.90105	1398982132.4384515
5.2859	54.67823	1401191991.3441656
5.28321	54.49773	1403406084.2173343
5.28051	54.38199	1405632674.9391193
5.27783	54.34141	1407847009.288854
5.27514	54.37145	1410073860.255498
5.27246	54.45389	1412296680.6690161
5.26978	54.56199	1414523750.2236712
5.26711	54.66816	1416746744.5005753
5.26443	54.75158	1418982324.4947202
5.26176	54.80354	1421213816.1017895
5.25909	54.82865	1423449562.4215808
5.25643	54.84228	1425681175.279724
5.25376	54.8655	1427925443.058025
5.25111	54.9198	1430157134.596165
5.24845	55.02341	1432401499.6456244
5.24579	55.18933	1434650134.0539825
5.24314	55.4248	1436894569.5505316
5.24049	55.73122	1439143260.9160478
5.23785	56.10417	1441387707.6900363
5.2352	56.53408	1443644922.541113
5.23256	57.00758	1445897879.1449
5.22992	57.5095	1448155096.505229
5.22728	58.02444	1450416583.8965611
5.22465	58.53786	1452673760.0800612
5.22202	59.03649	1454935192.4467583
5.21939	59.50915	1457200890.2319205
5.21677	59.94783	1459462223.5112712
5.21414	60.34885	1461736463.6208112
5.21152	60.71329	1464006325.1838624
5.20891	61.04623	1466271768.5794282
5.20629	61.35506	1468550162.7370033
5.20368	61.64791	1470824124.5196304
5.20107	61.93278	1473102351.1246629
5.19846	62.21728	1475384851.7511013
5.19586	62.50873	1477662865.80996
5.19326	62.81402	1479945139.4887762
5.19066	63.13944	1482231681.9457932
5.18806	63.4905	1484522502.3608284
5.18547	63.87196	1486808774.3739414
5.18288	64.288	1489099309.7488832
5.18028	64.74216	1491402986.1779933
5.1777	65.23657	1493693207.1597393
5.17512	65.77046	1495987685.9133058
5.17254	66.33855	1498286431.5355065
5.16996	66.92981	1500589453.1444464
5.16738	67.52759	1502896759.8795614
5.16481	68.11094	1505199392.9060018
5.16224	68.65646	1507506296.070766
5.15967	69.14038	1509817478.4708803
5.1571	69.54106	1512132949.2245853
5.15454	69.84197	1514443682.7956321
5.15198	70.03503	1516758689.5355413
5.14942	70.12261	1519077978.5195968
5.14686	70.11655	1521401558.844163
5.14431	70.03378	1523720337.964087
5.14176	69.89093	1526043393.0422623
5.13921	69.70097	1528370733.1315565
5.13667	69.47299	1530693215.2437956
5.13412	69.21442	1533029135.7047884
5.13158	68.93314	1535360182.608296
5.12905	68.63785	1537686314.397426
5.12651	68.33662	1540025928.486666
5.12398	68.03449	1542360611.712056
5.12145	67.73149	1544699575.707578
5.11892	67.42302	1547042829.4791813
5.1164	67.10261	1549381094.7156568
5.11387	66.76613	1551732938.0951703
5.11135	66.41536	1554079776.9610937
5.10883	66.05837	1556430907.63281
5.10632	65.70628	1558776983.6507473
5.1038	65.36749	1561136707.840557
5.10129	65.04197	1563491361.1982017
5.09879	64.71849	1565840901.4160655
5.09628	64.37585	1568204133.762939
5.09378	63.98807	1570562236.621999
5.09128	63.53209	1572924625.6293461
5.08878	62.99527	1575291309.7155962
5.08628	62.3803	1577662297.8316514
5.08379	61.7048	1580028089.1408703
5.0813	60.99569	1582398167.9002185
5.07881	60.2807	1584772543.0139
5.07633	59.58077	1587141661.8506525
5.07384	58.90651	1589524639.1221395
5.07136	58.25904	1591902343.335585
5.06888	57.63382	1594284344.9237404
5.06641	57.02537	1596661021.9157336
5.06393	56.43088	1599051627.5468922
5.06146	55.8517	1601436891.5988958
5.05899	55.29277	1603826453.7891574
5.05652	54.76034	1606220322.986943
5.05406	54.25907	1608608790.1168337
5.0516	53.78984	1611001547.0689552
5.04914	53.34882	1613398602.664319
5.04668	52.92818	1615799965.7436633
5.04423	52.51824	1618195857.2334979
5.04178	52.11012	1620596038.8193274
5.03932	51.69847	1623010342.3202415
5.03688	51.28332	1625409307.4664266
5.03443	50.87072	1627822412.170423
5.03199	50.47194	1630229966.3911195
5.02955	50.10156	1632641819.518518
5.02711	49.77467	1635057980.3344054
5.02468	49.50364	1637468528.8301146
5.02224	49.29527	1639893313.7016168
5.01981	49.14901	1642312468.4250956
5.01738	49.05696	1644735930.5618684
5.01496	49.00581	1647153709.1688976
5.01253	48.9793	1649585794.6475
5.01011	48.96047	1652012178.564356
5.00769	48.93266	1654442869.3535373
5.00528	48.87983	1656867804.8529384
5.00286	48.78717	1659307117.7371755
5.00045	48.64227	1661740657.0952075
4.99804	48.437	1664178502.517255
4.99563	48.16887	1666620662.7109709
4.99323	47.84079	1669056986.0737681
4.99082	47.45925	1671507784.0159445
4.98842	47.03128	1673952726.651747
4.98602	46.56201	1676401982.9857287
4.98363	46.05388	1678845329.4878833
4.98124	45.50811	1681292971.0421236
4.97884	44.92756	1683755184.5101562
4.97645	44.31967	1686211460.1187038
4.97407	43.69766	1688661752.3445907
4.97168	43.07929	1691126660.5282953
4.9693	42.48343	1693585566.443031
4.96692	41.92517	1696048783.0946107
4.96454	41.41162	1698516319.1101377
4.96217	40.9398	1700977788.0857897
4.9598	40.49794	1703443557.3334303
4.95742	40.07041	1705924066.838541
4.95506	39.64491	1708388030.9597175
4.95269	39.21866	1710866752.5421224
4.95033	38.8012	1713339322.655088
4.94796	38.41195	1715826703.9005036
4.9456	38.07416	1718307914.3071961
4.94325	37.80742	1720782907.5412364
4.94089	37.62161	1723272755.9388993
4.93854	37.51454	1725756367.6239953
4.93619	37.47403	1728244292.1774995
4.93384	37.484	1730736538.1396163
4.93149	37.53198	1733233114.0687957
4.92915	37.61442	1735723377.1487694
4.92681	37.7379	1738217950.413101
4.92447	37.91558	1740716842.3656216
4.92213	38.16064	1743220061.5282633
4.9198	38.48036	1745716891.1575096
4.91747	38.87307	1748218028.0073566
4.91513	39.3297	1750734242.8729134
4.91281	39.83858	1753233257.2541509
4.91048	40.39097	1755747366.6386385
4.90816	40.9847	1758254999.1300797
4.90583	41.62419	1760777780.7582204
4.90351	42.31683	1763294065.2226386
4.9012	43.06771	1765803805.059753
4.89888	43.87476	1768328738.0711615
4.89657	44.72624	1770847106.014478
4.89426	45.60108	1773369791.3159235
4.89195	46.47146	1775896802.4020238
4.88964	47.30585	1778428147.7169971
4.88734	48.07217	1780952849.3472207
4.88504	48.74072	1783481864.5206146
4.88274	49.288	1786015201.6247125
4.88044	49.70082	1788552869.0645769
4.87814	49.97937	1791094875.262844
4.87585	50.13763	1793630148.1365154
4.87356	50.1999	1796169738.837274
4.87127	50.19407	1798713655.7305007
4.86898	50.1438	1801261907.1989858
4.8667	50.06259	1803803345.4890964
4.86441	49.95185	1806360272.3062356
4.86213	49.80368	1808910364.7674165
4.85986	49.60718	1811453574.2946076
4.85758	49.35545	1814012316.3493452
4.8553	49.05068	1816575405.2443392
4.85303	48.70512	1819131579.132744
4.85076	48.33816	1821692078.4371028
4.84849	47.97086	1824256911.4759808
4.84623	47.62054	1826814759.0989962
4.84397	47.29754	1829376918.863342
4.84171	47.00511	1831943399.0289028
4.83944	46.74175	1834525592.7642927
4.83719	46.50424	1837089353.6880195
4.83493	46.2891	1839668844.7862577
4.83268	46.092	1842241246.9524684
4.83043	45.9058	1844817972.5217
4.82818	45.71924	1847399029.7454574
4.82593	45.51788	1849984426.8920968
4.82369	45.28797	1852562652.6355627
4.82145	45.02178	1855145196.214236
4.81921	44.72223	1857732065.836707
4.81697	44.40404	1860323269.728258
4.81473	44.0902	1862918816.130898
4.8125	43.80487	1865507096.9391737
4.81026	43.56479	1868111333.6786363
4.80803	43.37294	1870708282.447885
4.80581	43.21707	1873297893.160802
4.80358	43.07388	1875903503.8278468
4.80136	42.91718	1878501753.8952348
4.79913	42.72678	1881116059.2385216
4.79692	42.49488	1883711228.7439306
4.7947	42.22819	1886322469.8496954
4.79248	41.94572	1888938057.6534448
4.79027	41.67361	1891546189.0384326
4.78806	41.43918	1894158644.2890682
4.78585	41.26583	1896775431.5308847
4.78364	41.16955	1899396558.9057026
4.78143	41.15685	1902022034.5716543
4.77923	41.22391	1904639957.1863968
4.77703	41.35617	1907262205.0110526
4.77483	41.52953	1909888786.1418788
4.77263	41.71326	1912519708.691275
4.77044	41.87577	1915142992.4256425
4.76824	41.99189	1917782602.3879902
4.76605	42.04984	1920414550.204948
4.76386	42.05515	1923050832.3048851
4.76168	42.02845	1925679389.2429962
4.75949	42.00019	1928324344.2879539
4.75731	42.00047	1930961550.6333697
4.75513	42.04957	1933603083.8256652
4.75295	42.15237	1936248951.9000978
4.75077	42.29887	1938899162.9077954
4.7486	42.46992	1941541538.0799816
4.74642	42.64563	1944200439.1569192
4.74425	42.81259	1946851480.5693407
4.74208	42.96715	1949506857.1566567
4.73991	43.11421	1952166576.9382098
4.73775	43.26248	1954818361.1322172
4.73559	43.41949	1957474464.4845066
4.73342	43.58828	1960147221.833592
4.73126	43.76764	1962812007.473126
4.72911	43.95486	1965468769.1246216
4.72695	44.14928	1968142228.8214614
4.7248	44.35427	1970807640.24498
4.72265	44.57679	1973477378.4144456
4.7205	44.82428	1976151451.2677891
4.71835	45.10113	1978829866.7583814
4.7162	45.40622	1981512632.8550513
4.71406	45.73292	1984187249.1863456
4.71192	46.07183	1986866191.546
4.70978	46.41455	1989549467.8379803
4.70764	46.7571	1992237085.9815438
4.7055	47.10158	1994929053.9112618
4.70337	47.45487	1997612769.778049
4.70124	47.82571	2000300810.6036668
4.69911	48.2211	2002993184.257348
4.69698	48.64373	2005689898.623472
4.69485	49.09128	2008390961.6015816
4.69273	49.55768	2011083669.4155078
4.69061	50.03543	2013780700.7645943
4.68849	50.5182	2016482063.4825797
4.68637	51.00294	2019187765.418198
4.68425	51.49088	2021897814.4352052
4.68214	51.98738	2024599404.3850589
4.68002	52.5004	2027318150.6182823
4.67791	53.03816	2030028412.413854
4.6758	53.6061	2032743011.6115232
4.6737	54.20376	2035449059.785777
4.67159	54.82268	2038172336.6351876
4.66949	55.44586	2040887036.8856668
4.66739	56.04952	2043606064.550562
4.66529	56.60722	2046329427.4051251
4.66319	57.09516	2049057133.239332
4.66109	57.49763	2051789189.8579073
4.659	57.81067	2054512564.191119
4.65691	58.04282	2057240263.4393854
4.65482	58.21278	2059972295.3401282
4.65273	58.34396	2062708667.6453464
4.65064	58.45802	2065449388.1216307
4.64856	58.56867	2068181319.829804
4.64648	58.67807	2070917573.5906749
4.64439	58.77663	2073671343.4559138
4.64231	58.84628	2076416285.3050177
4.64024	58.86598	2079152344.2501621
4.63816	58.81756	2081905963.3547041
4.63609	58.69043	2084650673.1880236
4.63402	58.48346	2087399709.5434406
4.63195	58.20415	2090153080.0948427
4.62988	57.86547	2092910792.5304089
4.62781	57.48174	2095672854.552633
4.62575	57.0652	2098425899.0473866
4.62369	56.62395	2101183266.467418
4.62163	56.16183	2103944964.4465008
4.61957	55.67935	2106711000.6325414
4.61751	55.17534	2109481382.687614
4.61546	54.64819	2112242638.1697648
4.6134	54.09663	2115021713.8162196
4.61135	53.51992	2117791635.9338865
4.6093	52.9179	2120565892.2479491
4.60725	52.29118	2123344490.3793995
4.60521	51.64144	2126113852.0401745
4.60317	50.97156	2128887528.3607996
4.60112	50.28518	2131679155.190621
4.59908	49.58546	2134461504.742172
4.59704	48.87377	2137248191.686609
4.59501	48.1486	2140025531.4783187
4.59297	47.40546	2142820894.6467953
4.59094	46.63835	2145606883.2109256
4.58891	45.84223	2148397196.8323746
4.58688	45.01622	2151191843.047828
4.58485	44.16606	2153990829.4076824
4.58282	43.30464	2156794163.4760776
4.5808	42.45003	2159588011.1620345
4.57878	41.62121	2162386178.8108873
4.57676	40.833	2165188673.916175
4.57474	40.09207	2167995503.9849977
4.57272	39.39564	2170806676.538037
4.57071	38.73364	2173608250.152593
4.56869	38.0934	2176428108.6998034
4.56668	37.4654	2179238340.268769
4.56467	36.84761	2182052901.279635
4.56266	36.24681	2184871799.2089944
4.56066	35.67637	2187680984.7995386
4.55865	35.15129	2190508557.379557
4.55665	34.68252	2193326389.3346705
4.55465	34.27259	2196148544.8307796
4.55265	33.91431	2198975031.2997017
4.55065	33.59267	2201805856.186534
4.54865	33.28921	2204641026.9496813
4.54666	32.98689	2207466342.598985
4.54467	32.6741	2210295975.5449996
4.54268	32.34649	2213129933.1741486
4.54069	32.00691	2215968222.885986
4.5387	31.66352	2218810852.0932016
4.53672	31.32728	2221643510.929559
4.53473	31.00946	2224494819.5184617
4.53275	30.71917	2227336128.8635073
4.53077	30.46177	2230181763.6101847
4.52879	30.23712	2233031731.1248717
4.52681	30.03912	2235886038.7869453
4.52484	29.85599	2238730245.4007173
4.52286	29.6724	2241593233.5345097
4.52089	29.47285	2244446091.4538083
4.51892	29.24574	2247303275.066165
4.51696	28.98682	2250150255.284684
4.51499	28.70058	2253016090.2420106
4.51302	28.39912	2255886272.890514
4.51106	28.09832	2258746208.029345
4.5091	27.81283	2261610461.4004946
4.50714	27.55149	2264479040.2885284
4.50518	27.3148	2267351951.990713
4.50323	27.09529	2270214512.9331627
4.50127	26.88045	2273096090.00687
4.49932	26.65691	2275967286.618747
4.49737	26.41433	2278842800.8889136
4.49542	26.14791	2281722640.0661545
4.49347	25.85916	2284606811.411809
4.49153	25.55475	2287480498.2418847
4.48958	25.24441	2290373333.449167
4.48764	24.93859	2293255654.1472025
4.4857	24.64627	2296142291.49363
4.48376	24.37357	2299033252.7005725
4.48182	24.09277	2301928544.992562
4.47988	23.86487	2304828175.606559
4.47795	23.67232	2307717171.687985
4.47602	23.49073	2310610475.806687
4.47409	23.30442	2313508095.1250067
4.47216	23.11533	2316410036.817532
4.47023	22.94369	2319316308.071114
4.4683	22.81646	2322226916.0848794
4.46638	22.75112	2325126753.484221
4.46446	22.74645	2328030897.068542
4.46253	22.78118	2330954513.4784765
4.46062	22.82348	2333852131.300572
4.4587	22.84369	2336769236.232763
4.45678	22.82585	2339690675.9189415
4.45487	22.77098	2342601207.825208
4.45295	22.69138	2345531315.8790126
4.45104	22.60355	2348450485.237417
4.44913	22.51877	2351373972.7038813
4.44723	22.4412	2354286445.2495427
4.44532	22.37011	2357218567.570015
4.44342	22.3042	2360139643.866025
4.44151	22.24615	2363080429.4228334
4.43961	22.20269	2366010137.7503724
4.43771	22.17999	2368944161.363489
4.43581	22.1763	2371882507.3308744
4.43392	22.18052	2374809683.6221557
4.43202	22.17565	2377756672.7090917
4.43013	22.14531	2380692460.677391
4.42824	22.0824	2383632553.6422205
4.42635	21.99255	2386576958.619494
4.42446	21.89237	2389525682.6368046
4.42257	21.80271	2392478732.733418
4.42069	21.73898	2395420457.0150013
4.4188	21.7064	2398382157.452263
4.41692	21.69836	2401332500.2933955
4.41504	21.70192	2404287151.457898
4.41316	21.70336	2407246117.931481
4.41129	21.69361	2410193633.090353
4.40941	21.66811	2413161228.1385374
4.40753	21.62677	2416133159.48482
4.40566	21.56524	2419093591.4104476
4.40379	21.47869	2422058327.514927
4.40192	21.3623	2425027374.7412667
4.40006	21.21691	2427984828.1984124
4.39819	21.05088	2430962495.3959208
4.39633	20.88254	2433928536.522392
4.39446	20.73519	2436914851.4505854
4.3926	20.62848	2439889507.902551
4.39074	20.57185	2442868470.8307037
4.38888	20.55956	2445851747.1457615
4.38703	20.57258	2448823269.858635
4.38517	20.58534	2451815170.4413533
4.38332	20.57183	2454795284.783749
4.38147	20.51246	2457779693.6409826
4.37962	20.39799	2460768403.8682213
4.37777	20.23107	2463761422.3317094
4.37592	20.02263	2466758755.9087768
4.37407	19.79236	2469760411.487864
4.37223	19.56446	2472750135.7549295
4.37039	19.35894	2475744149.05031
4.36855	19.1855	2478742458.1841154
4.36671	19.04002	2481745069.9773755
4.36487	18.90753	2484751991.2620597
4.36303	18.77108	2487763228.8810863
4.3612	18.62014	2490762389.0746303
4.35937	18.45572	2493765832.3464174
4.35753	18.28678	2496790012.95816
4.3557	18.12157	2499802066.187422
4.35388	17.95576	2502801928.327768
4.35205	17.76771	2505822571.662951
4.35022	17.52303	2508847532.005533
4.3484	17.19219	2511860250.9468517
4.34658	16.75772	2514877253.3056965
4.34476	16.23361	2517898545.8103967
4.34294	15.66356	2520924135.199901
4.34112	15.11001	2523954028.223801
4.3393	14.63551	2526988231.642342
4.33749	14.2885	2530010045.2508965
4.33567	14.0956	2533052866.00563
4.33386	14.06623	2536083263.027506
4.33205	14.19891	2539117949.983436
4.33024	14.48388	2542156933.5752845
4.32843	14.89933	2545200220.515415
4.32663	15.40295	2548230968.1213636
4.32483	15.92368	2551265984.9273
4.32302	16.36166	2554322174.480708
4.32122	16.60006	2557365773.4050884
4.31942	16.53928	2560413661.495457
4.31762	16.12418	2563465845.4155416
4.31583	15.38997	2566505339.4620123
4.31403	14.46736	2569566111.1157126
4.31224	13.55499	2572614158.417196
4.31045	12.85603	2575666480.3378677
4.30865	12.49747	2578740171.5150614
4.30686	12.4645	2581801086.46979
4.30508	12.59789	2584849159.907605
4.30329	12.65729	2587918646.448595
4.30151	12.41726	2590975256.7186036
4.29972	11.74075	2594053341.2774816
4.29794	10.59939	2597118514.70401
4.29616	9.05359	2600187967.5755095
4.29438	7.24513	2603261706.466384
4.2926	5.40762	2606339737.9610844
4.29083	3.84377	2609404740.1687455
4.28905	2.83751	2612491352.456343
4.28728	2.54819	2615564900.321351
4.28551	2.93588	2618642718.7628098
4.28374	3.74985	2621724814.304262
4.28197	4.58957	2624811193.479134
4.2802	5.03482	2627901862.8307686
4.27844	4.7597	2630979331.147001
4.27667	3.62725	2634078576.1909857
4.27491	1.77156	2637164584.737622
4.27315	-0.32039	2640254861.0243506
4.27139	-1.86656	2643349411.5329366
4.26963	-2.14832	2646448242.754894
4.26787	-1.04396	2649551361.191491
4.26612	0.88047	2652641105.461825
4.26436	2.90923	2655752793.418928
4.26261	4.57739	2658851071.4228497
4.26086	5.6746	2661953613.794993
4.25911	6.12694	2665060426.974415
4.25736	5.95876	2668171517.409765
4.25561	5.31188	2671286891.5593066
4.25387	4.49381	2674388717.037747
4.25212	4.00737	2677512653.4581785
4.25038	4.46397	2680623005.0971713
4.24864	6.28013	2683737617.1938715
4.2469	9.2059	2686856496.143697
4.24516	12.10311	2689979648.3515105
4.24342	13.56409	2693107080.2316384
4.24169	13.26175	2696220787.570902
4.23996	12.13098	2699338738.2053227
4.23822	11.04861	2702478998.232967
4.23649	10.74998	2705605479.0831175
4.23476	11.7588	2708736222.2897215
4.23303	13.57612	2711871234.2129397
4.23131	14.98805	2714992362.7580643
4.22958	15.31304	2718135906.465551
4.22786	14.85142	2721265530.0980334
4.22613	14.22778	2724417630.9945717
4.22441	13.79872	2727555775.009157
4.22269	13.57718	2730698176.338248
4.22097	13.42528	2733844841.2963996
4.21926	13.20218	2736977444.465665
4.21754	12.80649	2740132630.7818146
4.21582	12.19218	2743292099.68879
4.21411	11.37987	2746437451.189224
4.2124	10.45589	2749587048.1553
4.21069	9.54878	2752740896.846079
4.20898	8.78951	2755899003.529624
4.20727	8.28058	2759061374.483008
4.20557	8.03896	2762209485.1947784
4.20386	8.03659	2765380378.5259924
4.20216	8.20972	2768536974.2294803
4.20046	8.47968	2771697809.3057904
4.19876	8.76703	2774862889.9667645
4.19706	8.99967	2778032222.4330997
4.19536	9.11673	2781205812.934346
4.19366	9.07771	2784383667.708921
4.19197	8.86883	2787547062.1214046
4.19028	8.50806	2790714683.107249
4.18858	8.04022	2793905317.7959228
4.18689	7.52837	2797081435.5029616
4.1852	7.03272	2800261798.3112197
4.18351	6.59739	2803446412.4019165
4.18183	6.24088	2806616402.368836
4.18014	5.96348	2809809512.3558807
4.17846	5.75602	2812987960.2072573
4.17677	5.61559	2816189590.7733045
4.17509	5.54806	2819376521.080184
4.17341	5.56218	2822567689.228725
4.17174	5.65542	2825744068.4729667
4.17006	5.80494	2828943705.3930593
4.16838	5.9667	2832147598.5400295
4.16671	6.08765	2835336645.2854247
4.16503	6.06845	2838549043.941551
4.16336	5.99441	2841746557.7627835
4.16169	5.87519	2844948301.608927
4.16002	5.73115	2848154281.5620203
4.15835	5.58793	2851364503.7125196
4.15669	5.47027	2854559713.177908
4.15502	5.39745	2857778412.5345917
4.15336	5.38016	2860982060.5215497
4.15169	5.41992	2864209261.40086
4.15003	5.50955	2867421372.113467
4.14837	5.63487	2870637710.543025
4.14671	5.77675	2873858282.729064
4.14506	5.91358	2877063655.435514
4.1434	6.02399	2880292687.690557
4.14175	6.09001	2883506481.476584
4.14009	6.09975	2886743997.9119005
4.13844	6.04969	2889966236.7761707
4.13679	5.94562	2893192694.406244
4.13514	5.80168	2896423376.7899337
4.13349	5.63788	2899658289.9231586
4.13185	5.47599	2902877795.8256545
4.1302	5.33522	2906121162.7463417
4.12855	5.22836	2909368778.416548
4.12691	5.15938	2912600927.7317038
4.12527	5.123	2915837286.335372
4.12363	5.10683	2919077860.162915
4.12199	5.09555	2922322655.15765
4.12035	5.07628	2925571677.2708516
4.11872	5.04337	2928805082.7008348
4.11708	5.0011	2932062551.070771
4.11545	4.96271	2935304363.053189
4.11382	4.94613	2938550374.283372
4.11219	4.96743	2941800590.643456
4.11056	5.03442	2945055018.023387
4.10893	5.14296	2948313662.3209276
4.1073	5.27764	2951576529.441645
4.10567	5.41666	2954843625.298938
4.10405	5.53952	2958094873.379596
4.10242	5.63374	2961370418.447572
4.1008	5.6986	2964630075.6240997
4.09918	5.74385	2967893933.1795278
4.09756	5.78468	2971161996.9574394
4.09595	5.83498	2974414060.643506
4.09433	5.90175	2977690528.3731756
4.09271	5.98316	2980971219.8658357
4.0911	6.07019	2984235850.7189384
4.08948	6.15101	2987524981.2046723
4.08787	6.21584	2990798010.5849442
4.08626	6.25985	2994075234.925189
4.08465	6.28374	2997356660.0215983
4.08304	6.29256	3000642291.6778703
4.08144	6.29348	3003911688.8788157
4.07983	6.29496	3007205724.8780894
4.07823	6.30682	3010483485.721994
4.07662	6.34103	3013785949.2246566
4.07502	6.41139	3017072096.757721
4.07342	6.53159	3020362433.196915
4.07182	6.71112	3023656964.290061
4.07022	6.9511	3026955695.7923517
4.06863	7.24177	3030237977.03185
4.06703	7.56329	3033545100.304925
4.06544	7.89034	3036835732.2700396
4.06384	8.19835	3040151270.278779
4.06225	8.4698	3043450275.819935
4.06066	8.69793	3046753463.575602
4.05907	8.88682	3050060839.244302
4.05748	9.04863	3053372408.53177
4.0559	9.19928	3056667310.1260037
4.05431	9.35445	3059987257.332339
4.05273	9.52757	3063290495.4582167
4.05114	9.72973	3066618843.3490286
4.04956	9.97055	3069930440.657458
4.04798	10.25863	3073246212.8484483
4.0464	10.60132	3076566165.57028
4.04482	11.00344	3079890304.478306
4.04325	11.46615	3083197556.657178
4.04167	11.9868	3086530058.347513
4.0401	12.56039	3089845631.582637
4.03852	13.18186	3093186518.6179233
4.03695	13.84824	3096510435.3570247
4.03538	14.55972	3099838519.004103
4.03381	15.31905	3103170775.1562953
4.03224	16.13012	3106507209.417658
4.03068	16.99663	3109826536.3267293
4.02911	17.92161	3113171316.9448047
4.02755	18.90821	3116498948.149094
4.02598	19.96061	3119852097.479949
4.02442	21.08409	3123188055.220409
4.02286	22.28375	3126528171.2496233
4.0213	23.56142	3129872451.112685
4.01974	24.91259	3133220900.3614726
4.01818	26.32421	3136573524.554617
4.01663	27.77466	3139908797.953708
4.01507	29.23554	3143269761.88699
4.01352	30.674	3146613332.57505
4.01197	32.05395	3149961046.8006873
4.01041	33.33547	3153334548.4558783
4.00886	34.47283	3156690593.0411906
4.00731	35.41377	3160050797.676169
4.00577	36.10162	3163393448.8898425
4.00422	36.48181	3166761963.219426
4.00268	36.51175	3170112881.405784
4.00113	36.17122	3173489727.3625507
3.99959	35.46937	3176848934.3387647
3.99805	34.44603	3180212280.460027
3.99651	33.16562	3183579771.1648283
3.99497	31.70565	3186951411.8981194
3.99343	30.14362	3190327208.111336
3.99189	28.5459	3193707165.2623844
3.99035	26.96252	3197091288.8156447
3.98882	25.42795	3200457568.8548055
3.98729	23.96597	3203827972.1340885
3.98575	22.59534	3207224573.387396
3.98422	21.3327	3210603266.3234825
3.98269	20.19155	3213986098.686799
3.98116	19.17875	3217373075.8739815
3.97964	18.29094	3220742025.570678
3.97811	17.51389	3224137281.4422174
3.97658	16.82579	3227536698.330085
3.97506	16.20332	3230918022.4750047
3.97354	15.62789	3234303464.0953755
3.97201	15.08904	3237715341.94869
3.97049	14.58377	3241109061.6885796
3.96898	14.11223	3244484547.126582
3.96746	13.67222	3247886511.997017
3.96594	13.25592	3251292621.0479097
3.96442	12.84993	3254702879.638792
3.96291	12.43933	3258094816.299499
3.96139	12.0133	3261513362.6858773
3.95988	11.5698	3264913543.226152
3.95837	11.1171	3268317840.034847
3.95686	10.67147	3271726258.39662
3.95535	10.25227	3275138803.6021624
3.95384	9.87615	3278555480.9481955
3.95234	9.55284	3281953627.7138724
3.95083	9.28359	3285378557.802232
3.94933	9.06199	3288784913.139714
3.94782	8.87684	3292218117.0889397
3.94632	8.71513	3295632702.000641
3.94482	8.56474	3299051395.884869
3.94332	8.41645	3302474203.9750733
3.94182	8.2655	3305901131.5105767
3.94032	8.11241	3309332183.736583
3.93883	7.96346	3312744451.003474
3.93733	7.82963	3316183740.7842245
3.93584	7.7244	3319604201.0689034
3.93434	7.66	3323051749.315551
3.93285	7.6436	3326480423.412914
3.93136	7.67434	3329913198.458881
3.92987	7.74252	3333350079.6346855
3.92838	7.83132	3336791072.1273026
3.9269	7.92057	3340213045.859913
3.92541	7.99138	3343662248.890181
3.92392	8.02997	3347115578.797617
3.92244	8.02991	3350549822.564626
3.92096	7.99213	3353988148.2518044
3.91948	7.92313	3357430560.9760127
3.91799	7.83265	3360900366.984788
3.91651	7.73156	3364350996.8577867
3.91504	7.63034	3367782372.623137
3.91356	7.53812	3371241184.7757134
3.91208	7.4616	3374704109.63337
3.91061	7.40402	3378147712.5530233
3.90913	7.36435	3381618850.402024
3.90766	7.33737	3385070620.998433
3.90619	7.31469	3388526469.1987243
3.90472	7.28722	3391986400.071379
3.90325	7.24758	3395450418.690308
3.90178	7.19196	3398918530.1348505
3.90031	7.12096	3402390739.489799
3.89885	7.03867	3405843389.589718
3.89738	6.95137	3409323782.078121
3.89592	6.86607	3412784569.702471
3.89445	6.78972	3416273165.589995
3.89299	6.72918	3419742110.887967
3.89153	6.69121	3423215128.636691
3.89007	6.682	3426692223.8550434
3.88861	6.70569	3430173401.5671997
3.88716	6.76252	3433634781.209054
3.8857	6.8475	3437124110.9541206
3.88424	6.95055	3440617538.262695
3.88279	7.0591	3444091098.5305014
3.88134	7.16191	3447568710.3469334
3.87988	7.25318	3451074404.2661915
3.87843	7.33463	3454560162.070233
3.87698	7.41484	3458049986.3304906
3.87553	7.50565	3461543882.0150714
3.87409	7.61689	3465017716.1809015
3.87264	7.7519	3468519741.474526
3.87119	7.90573	3472025853.0932536
3.86975	8.06661	3475511833.707585
3.86831	8.22068	3479001854.2894773
3.86687	8.35697	3482495919.735074
3.86542	8.4718	3486018341.58307
3.86398	8.56987	3489520539.639119
3.86254	8.66275	3493026797.311431
3.86111	8.76499	3496512728.2524204
3.85967	8.88948	3500027091.633689
3.85823	9.04347	3503545529.3604965
3.8568	9.22635	3507043570.3632245
3.85537	9.42925	3510545639.0166755
3.85393	9.63668	3514076272.5591087
3.8525	9.82948	3517586439.2855086
3.85107	9.98862	3521100648.2275925
3.84964	10.09929	3524618904.2387757
3.84821	10.15459	3528141212.177326
3.84678	10.15809	3531667576.906356
3.84536	10.12445	3535173300.883885
3.84393	10.0772	3538707765.3483944
3.84251	10.04421	3542221542.034525
3.84109	10.05128	3545739338.1329546
3.83966	10.11609	3549285974.2613587
3.83824	10.24411	3552811851.935559
3.83682	10.42818	3556341763.4262767
3.8354	10.65162	3559875713.533104
3.83399	10.89401	3563388777.4646573
3.83257	11.13739	3566930790.6957994
3.83115	11.37109	3570476856.936114
3.82974	11.59363	3574001965.931541
3.82832	11.8117	3577556124.022887
